,ID,A1,A2,A3,A4,A5,Score,source,target,source_tag,target_tag
13799,4534__runs_4__system_2,1,1,0,0,0,0.26272577199999997,runs,system,"('runs', 'NNS')","('system', 'NN')"
13805,580__reminder_15__backdrop_3,3,1,0,0,0,0.2614355,reminder,backdrop,"('reminder', 'NN')","('backdrop', 'NN')"
13809,6383__choices_14__pupils_10,1,1,0,0,0,0.260802737,choices,pupils,"('choices', 'NNS')","('pupils', 'NNS')"
13817,2521__acts_37__amount_41,1,1,0,0,0,0.260802737,acts,amount,"('acts', 'NNS')","('amount', 'NN')"
13822,503__mark_43__gifts_30,2,1,0,0,0,0.260153308,mark,gifts,"('mark', 'NN')","('gifts', 'NNS')"
13826,3481__media_2__suggest_10,1,1,0,0,0,0.260098518,media,suggest,"('media', 'NNS')","('suggest', 'NN')"
13840,9961__waste_8__spent_18,1,1,0,0,0,0.259682727,waste,spent,"('waste', 'NN')","('spent', 'NN')"
13842,6368__girls_5__stage_9,2,1,0,0,0,0.259682727,girls,stage,"('girls', 'NNS')","('stage', 'NN')"
13849,1561__tone_3__draws_10,2,1,0,0,0,0.2589355,tone,draws,"('tone', 'NN')","('draws', 'NNS')"
13851,7005__words_11__convey_19,2,1,0,0,0,0.2589355,words,convey,"('words', 'NNS')","('convey', 'NNS')"
13854,1506__job_3__standards_7,2,1,0,0,0,0.25884425899999997,job,standards,"('job', 'NN')","('standards', 'NNS')"
13860,11000__bit_11__hand_5,3,0,0,0,0,0.25654187100000003,bit,hand,"('bit', 'NN')","('hand', 'NN')"
13863,6372__proportion_2__stage_11,1,1,0,0,0,0.256115139,proportion,stage,"('proportion', 'NN')","('stage', 'NN')"
13865,6671__circumstances_17__movement_23,3,1,0,0,0,0.256115139,circumstances,movement,"('circumstances', 'NNS')","('movement', 'NN')"
13870,6580__ones_13__elements_5,1,1,0,0,0,0.25609443600000004,ones,elements,"('ones', 'NNS')","('elements', 'NNS')"
13875,1893__committees_7__form_14,1,1,0,0,0,0.25609443600000004,committees,form,"('committees', 'NNS')","('form', 'NN')"
13877,3073__market_46__discounting_48,1,1,0,0,0,0.25609443600000004,market,discounting,"('market', 'NN')","('discounting', 'NN')"
13878,2653__jurisdictions_18__force_14,1,1,0,0,0,0.25609443600000004,jurisdictions,force,"('jurisdictions', 'NNS')","('force', 'NN')"
13881,3231__participants_12__course_9,1,1,0,0,0,0.254598765,participants,course,"('participants', 'NNS')","('course', 'NN')"
13887,8132__instructor_12__directions_14,1,1,0,0,0,0.254116849,instructor,directions,"('instructor', 'NN')","('directions', 'NNS')"
13890,6198__competition_39__stages_44,1,1,0,0,0,0.25364486,competition,stages,"('competition', 'NN')","('stages', 'NNS')"
13892,2553__safety_17__contribution_14,1,1,0,0,0,0.25364486,safety,contribution,"('safety', 'NN')","('contribution', 'NN')"
13899,6303__factors_17__role_21,1,1,0,0,0,0.25364486,factors,role,"('factors', 'NNS')","('role', 'NN')"
13900,2646__indifference_18__value_21,1,1,0,0,0,0.25364486,indifference,value,"('indifference', 'NN')","('value', 'NN')"
13904,1158__tower_23__stands_25,1,1,0,0,0,0.25364486,tower,stands,"('tower', 'NN')","('stands', 'NNS')"
13909,1722__facility_27__deal_29,1,1,0,0,0,0.25364486,facility,deal,"('facility', 'NN')","('deal', 'NN')"
13913,1709__treatment_9__patient_7,1,1,0,0,0,0.25364486,treatment,patient,"('treatment', 'NN')","('patient', 'NN')"
13915,2555__definition_18__capture_25,1,1,0,0,0,0.25364486,definition,capture,"('definition', 'NN')","('capture', 'NN')"
13928,7099__bodies_10__attitude_4,3,2,0,0,0,0.251652722,bodies,attitude,"('bodies', 'NNS')","('attitude', 'NN')"
13929,503__mark_43__heavens_33,3,2,0,0,0,0.251652722,mark,heavens,"('mark', 'NN')","('heavens', 'NNS')"
13934,6361__sciences_3__offer_7,1,1,0,0,0,0.24868039600000003,sciences,offer,"('sciences', 'NNS')","('offer', 'NN')"
13947,6414__occupations_22__entry_20,1,1,0,0,0,0.245112807,occupations,entry,"('occupations', 'NNS')","('entry', 'NN')"
13953,12756__ju_7__feel_4,2,1,0,0,0,0.24461226,ju,feel,"('ju', 'NN')","('feel', 'NN')"
13969,3711__disadvantage_36__aspects_31,1,1,0,0,0,0.23971492,disadvantage,aspects,"('disadvantage', 'NN')","('aspects', 'NNS')"
13974,3706__increase_15__attitudes_14,1,1,0,0,0,0.23971492,increase,attitudes,"('increase', 'NN')","('attitudes', 'NNS')"
13977,8123__air_23__breathing_21,1,1,0,0,0,0.23971492,air,breathing,"('air', 'NN')","('breathing', 'NN')"
13979,3711__housing_45__aspects_31,1,1,0,0,0,0.23971492,housing,aspects,"('housing', 'NN')","('aspects', 'NNS')"
13990,1854__tens_17__network_3,1,1,0,0,0,0.23971492,tens,network,"('tens', 'NNS')","('network', 'NN')"
13991,1773__finance_25__call_23,1,1,0,0,0,0.23971492,finance,call,"('finance', 'NN')","('call', 'NN')"
13996,1044__negligence_45__protect_39,1,1,0,0,0,0.23971492,negligence,protect,"('negligence', 'NN')","('protect', 'NN')"
14002,6239__access_15__design_11,1,1,0,0,0,0.23971492,access,design,"('access', 'NN')","('design', 'NN')"
14003,7042__board_51__heads_43,1,1,0,0,0,0.23971492,board,heads,"('board', 'NN')","('heads', 'NNS')"
14012,99__government_4__decision_6,1,1,0,0,0,0.23971492,government,decision,"('government', 'NN')","('decision', 'NN')"
14014,7019__create_23__strategy_2,1,1,0,0,0,0.23971492,create,strategy,"('create', 'NN')","('strategy', 'NN')"
14018,6438__school_2__reactions_11,1,1,0,0,0,0.23971492,school,reactions,"('school', 'NN')","('reactions', 'NNS')"
14019,1784__turnover_8__activities_6,1,1,0,0,0,0.23971492,turnover,activities,"('turnover', 'NN')","('activities', 'NNS')"
14021,3147__support_11__aims_9,1,1,0,0,0,0.23971492,support,aims,"('support', 'NN')","('aims', 'NNS')"
14024,3153__project_4__model_8,1,1,0,0,0,0.23971492,project,model,"('project', 'NN')","('model', 'NN')"
14028,6663__effect_21__structure_23,1,1,0,0,0,0.23971492,effect,structure,"('effect', 'NN')","('structure', 'NN')"
14031,1784__half_18__activities_6,1,1,0,0,0,0.23971492,half,activities,"('half', 'NN')","('activities', 'NNS')"
14037,5709__sandwiches_26__savagery_31,3,0,0,0,0,0.238847892,sandwiches,savagery,"('sandwiches', 'NNS')","('savagery', 'NN')"
14038,3630__hangs_42__litter_36,3,0,0,0,0,0.238847892,hangs,litter,"('hangs', 'NNS')","('litter', 'NN')"
14047,3743__variety_17__overlays_14,2,0,0,0,0,0.236981036,variety,overlays,"('variety', 'NN')","('overlays', 'NNS')"
14058,2728__farm_2__spur_6,2,0,0,0,0,0.23068816399999997,farm,spur,"('farm', 'NN')","('spur', 'NNS')"
14064,6278__design_5__standard_2,1,1,0,0,0,0.230299912,design,standard,"('design', 'NN')","('standard', 'NN')"
14066,3040__explain_43__shares_13,1,0,0,0,0,0.22457672,explain,shares,"('explain', 'NN')","('shares', 'NNS')"
14069,4527__data_4__level_25,2,0,0,0,0,0.21943827,data,level,"('data', 'NNS')","('level', 'NN')"
14072,3743__drawn_20__base_28,2,0,0,0,0,0.21943827,drawn,base,"('drawn', 'NN')","('base', 'NN')"
14084,6413__cent_4__entries_6,2,0,0,0,0,0.218635933,cent,entries,"('cent', 'NN')","('entries', 'NNS')"
14086,949__invent_7__borrow_3,2,0,0,0,0,0.218635933,invent,borrow,"('invent', 'NN')","('borrow', 'NN')"
14089,6365__situation_9__foreclosure_6,2,0,0,0,0,0.218635933,situation,foreclosure,"('situation', 'NN')","('foreclosure', 'NN')"
14091,4847__averages_12__bound_18,2,0,0,0,0,0.218635933,averages,bound,"('averages', 'NNS')","('bound', 'NN')"
14104,11094__people_25__hell_33,2,0,0,0,0,0.214084296,people,hell,"('people', 'NNS')","('hell', 'NN')"
14106,4563__emergency_4__assignment_10,3,0,0,0,0,0.214084296,emergency,assignment,"('emergency', 'NN')","('assignment', 'NN')"
14110,3127__office_13__holder_10,2,0,0,0,0,0.207244856,office,holder,"('office', 'NN')","('holder', 'NN')"
14111,11030__club_9__bastards_5,0,0,0,0,0,0.207244856,club,bastards,"('club', 'NN')","('bastards', 'NNS')"
14114,7019__strategy_2__views_19,1,0,0,0,0,0.207244856,strategy,views,"('strategy', 'NN')","('views', 'NNS')"
14117,6888__kids_20__stages_23,1,0,0,0,0,0.207244856,kids,stages,"('kids', 'NNS')","('stages', 'NNS')"
14125,6394__reach_14__drift_9,2,0,0,0,0,0.206871227,reach,drift,"('reach', 'NN')","('drift', 'NN')"
14129,2829__beds_9__block_6,1,0,0,0,0,0.20348175899999998,beds,block,"('beds', 'NNS')","('block', 'NN')"
14132,198__sport_2__sources_13,2,0,0,0,0,0.20348175899999998,sport,sources,"('sport', 'NN')","('sources', 'NNS')"
14137,3482__moment_3__pattern_8,2,0,0,0,0,0.20348175899999998,moment,pattern,"('moment', 'NN')","('pattern', 'NN')"
14139,2108__consideration_13__ratios_20,1,0,0,0,0,0.20348175899999998,consideration,ratios,"('consideration', 'NN')","('ratios', 'NNS')"
14143,3492__injection_5__honeycombs_10,2,0,0,0,0,0.20348175899999998,injection,honeycombs,"('injection', 'NN')","('honeycombs', 'NNS')"
14147,4558__research_5__models_10,1,0,0,0,0,0.20348175899999998,research,models,"('research', 'NN')","('models', 'NNS')"
14154,3714__importance_4__conclude_16,0,0,0,0,0,0.20348175899999998,importance,conclude,"('importance', 'NN')","('conclude', 'NN')"
14156,7106__morale_24__justification_35,1,0,0,0,0,0.20348175899999998,morale,justification,"('morale', 'NN')","('justification', 'NN')"
14158,140__times_14__mixture_4,1,0,0,0,0,0.20348175899999998,times,mixture,"('times', 'NNS')","('mixture', 'NN')"
14162,1768__slicks_2__level_65,0,0,0,0,0,0.20348175899999998,slicks,level,"('slicks', 'NNS')","('level', 'NN')"
14172,562__consideration_3__form_10,2,0,0,0,0,0.20348175899999998,consideration,form,"('consideration', 'NN')","('form', 'NN')"
14179,3739__issues_17__axis_22,1,0,0,0,0,0.20348175899999998,issues,axis,"('issues', 'NNS')","('axis', 'NN')"
14184,3482__home_21__pattern_8,2,0,0,0,0,0.20348175899999998,home,pattern,"('home', 'NN')","('pattern', 'NN')"
14187,6485__addition_2__ran_17,2,0,0,0,0,0.20348175899999998,addition,ran,"('addition', 'NN')","('ran', 'NN')"
14193,8078__lease_10__ran_17,1,0,0,0,0,0.20348175899999998,lease,ran,"('lease', 'NN')","('ran', 'NN')"
14194,3117__encourage_5__hold_10,0,0,0,0,0,0.20348175899999998,encourage,hold,"('encourage', 'NN')","('hold', 'NN')"
14195,2961__party_28__forces_24,1,0,0,0,0,0.20348175899999998,party,forces,"('party', 'NN')","('forces', 'NNS')"
14200,2961__support_31__forces_24,1,0,0,0,0,0.20348175899999998,support,forces,"('support', 'NN')","('forces', 'NNS')"
14206,2744__grass_17__blobs_10,3,0,0,0,0,0.20338785899999998,grass,blobs,"('grass', 'NN')","('blobs', 'NN')"
14221,2102__sales_9__foot_12,0,0,0,0,0,0.20302263399999998,sales,foot,"('sales', 'NNS')","('foot', 'NN')"
14225,1289__appearance_5__language_10,2,0,0,0,0,0.20302263399999998,appearance,language,"('appearance', 'NN')","('language', 'NN')"
14228,535__deterrent_43__evil_51,0,0,0,0,0,0.20302263399999998,deterrent,evil,"('deterrent', 'NN')","('evil', 'NN')"
14236,1943__fight_27__co-ordinate_25,1,0,0,0,0,0.20038508800000002,fight,co-ordinate,"('fight', 'NN')","('co-ordinate', 'NN')"
14240,2742__conifers_20__sweeps_35,3,0,0,0,0,0.19916563699999998,conifers,sweeps,"('conifers', 'NNS')","('sweeps', 'NNS')"
14244,465__half_34__harmony_37,2,0,0,0,0,0.196737258,half,harmony,"('half', 'NN')","('harmony', 'NN')"
14258,3750__contribution_2__draws_18,0,0,0,0,0,0.19191975,contribution,draws,"('contribution', 'NN')","('draws', 'NNS')"
14261,3750__role_22__draws_18,2,0,0,0,0,0.19191975,role,draws,"('role', 'NN')","('draws', 'NNS')"
14263,4491__instance_2__construct_25,0,0,0,0,0,0.19191975,instance,construct,"('instance', 'NN')","('construct', 'NN')"
14265,4486__product_15__market_11,2,0,0,0,0,0.19191975,product,market,"('product', 'NN')","('market', 'NN')"
14272,3687__characteristics_11__links_5,2,0,0,0,0,0.190408255,characteristics,links,"('characteristics', 'NNS')","('links', 'NNS')"
14278,3211__time_5__count_9,2,0,0,0,0,0.190408255,time,count,"('time', 'NN')","('count', 'NN')"
14279,7017__role_5__sense_13,1,0,0,0,0,0.190408255,role,sense,"('role', 'NN')","('sense', 'NN')"
14280,6760__stronger_12__level_20,2,0,0,0,0,0.190408255,stronger,level,"('stronger', 'NN')","('level', 'NN')"
14284,447__squad_14__discomfort_8,1,0,0,0,0,0.190408255,squad,discomfort,"('squad', 'NN')","('discomfort', 'NN')"
14285,6185__ease_19__reduction_12,2,0,0,0,0,0.190408255,ease,reduction,"('ease', 'NN')","('reduction', 'NN')"
14287,7069__night_18__dealing_11,1,0,0,0,0,0.190408255,night,dealing,"('night', 'NN')","('dealing', 'NN')"
14294,1561__letter_9__tone_3,1,0,0,0,0,0.190408255,letter,tone,"('letter', 'NN')","('tone', 'NN')"
14300,997__bring_7__grinding_19,2,0,0,0,0,0.189872371,bring,grinding,"('bring', 'NN')","('grinding', 'NN')"
14302,6952__adults_37__grounds_33,2,0,0,0,0,0.189872371,adults,grounds,"('adults', 'NNS')","('grounds', 'NNS')"
14310,1481__months_26__fleet_9,2,0,0,0,0,0.18970209,months,fleet,"('months', 'NNS')","('fleet', 'NN')"
14312,8403__agent_14__lot_17,2,0,0,0,0,0.18970209,agent,lot,"('agent', 'NN')","('lot', 'NN')"
14318,3744__sets_21__size_17,1,0,0,0,0,0.18970209,sets,size,"('sets', 'NNS')","('size', 'NN')"
14321,1481__delay_18__fleet_9,1,0,0,0,0,0.18970209,delay,fleet,"('delay', 'NN')","('fleet', 'NN')"
14323,3492__honeycombs_10__injection_5,2,0,0,0,0,0.18970209,honeycombs,injection,"('honeycombs', 'NNS')","('injection', 'NN')"
14324,8346__floor_15__catch_8,2,0,0,0,0,0.18970209,floor,catch,"('floor', 'NN')","('catch', 'NN')"
14326,8346__park_2__catch_8,1,0,0,0,0,0.18970209,park,catch,"('park', 'NN')","('catch', 'NN')"
14333,3492__inner-city_20__injection_5,2,0,0,0,0,0.18970209,inner-city,injection,"('inner-city', 'NN')","('injection', 'NN')"
14334,994__gardens_17__deal_28,0,0,0,0,0,0.18970209,gardens,deal,"('gardens', 'NNS')","('deal', 'NN')"
14338,994__extensions_20__deal_28,0,0,0,0,0,0.18970209,extensions,deal,"('extensions', 'NNS')","('deal', 'NN')"
14346,8346__corridor_20__catch_8,1,0,0,0,0,0.18970209,corridor,catch,"('corridor', 'NN')","('catch', 'NN')"
14347,3554__reading_6__link_24,1,0,0,0,0,0.18970209,reading,link,"('reading', 'NN')","('link', 'NN')"
14350,6835__children_12__balance_5,1,0,0,0,0,0.18970209,children,balance,"('children', 'NNS')","('balance', 'NN')"
14351,3518__facilities_62__sense_45,2,0,0,0,0,0.18970209,facilities,sense,"('facilities', 'NNS')","('sense', 'NN')"
14356,3518__increase_66__sense_45,2,0,0,0,0,0.18970209,increase,sense,"('increase', 'NN')","('sense', 'NN')"
14359,593__oil_19__plant_9,2,0,0,0,0,0.18970209,oil,plant,"('oil', 'NN')","('plant', 'NN')"
14369,490__evidence_17__position_11,0,0,0,0,0,0.18970209,evidence,position,"('evidence', 'NN')","('position', 'NN')"
14370,5846__block_23__sigh_26,2,0,0,0,0,0.18970209,block,sigh,"('block', 'NN')","('sigh', 'NN')"
14380,147__combination_30__employ_16,2,0,0,0,0,0.18970209,combination,employ,"('combination', 'NN')","('employ', 'NN')"
14383,3127__health_22__holder_10,0,0,0,0,0,0.18970209,health,holder,"('health', 'NN')","('holder', 'NN')"
14384,6516__integration_23__step_15,2,0,0,0,0,0.18970209,integration,step,"('integration', 'NN')","('step', 'NN')"
14387,3507__reduction_23__feature_4,2,0,0,0,0,0.18970209,reduction,feature,"('reduction', 'NN')","('feature', 'NN')"
14388,3554__danger_4__link_24,1,0,0,0,0,0.18970209,danger,link,"('danger', 'NN')","('link', 'NN')"
14392,490__champions_21__position_11,0,0,0,0,0,0.18970209,champions,position,"('champions', 'NNS')","('position', 'NN')"
14396,1481__date_21__fleet_9,2,0,0,0,0,0.18970209,date,fleet,"('date', 'NN')","('fleet', 'NN')"
14400,3476__course_4__dimension_11,1,0,0,0,0,0.18970209,course,dimension,"('course', 'NN')","('dimension', 'NN')"
14401,3518__standard_59__sense_45,2,0,0,0,0,0.18970209,standard,sense,"('standard', 'NN')","('sense', 'NN')"
14402,4521__review_23__drawn_6,0,0,0,0,0,0.18815665199999998,review,drawn,"('review', 'NN')","('drawn', 'NN')"
14408,16083__dAzure_10__spend_4,0,0,0,0,0,0.18777984,dAzure,spend,"('dAzure', 'NN')","('spend', 'NN')"
14420,2141__deal_15__manage_20,2,0,0,0,0,0.186772415,deal,manage,"('deal', 'NN')","('manage', 'NN')"
14427,11129__start_19__load_25,1,0,0,0,0,0.18547986800000002,start,load,"('start', 'NN')","('load', 'NN')"
14428,6416__schools_4__consider_5,1,0,0,0,0,0.18547986800000002,schools,consider,"('schools', 'NNS')","('consider', 'NN')"
14434,4558__techniques_25__applications_21,1,0,0,0,0,0.18547986800000002,techniques,applications,"('techniques', 'NNS')","('applications', 'NNS')"
14444,1059__drama_8__hand_4,1,0,0,0,0,0.18547986800000002,drama,hand,"('drama', 'NN')","('hand', 'NN')"
14446,575__-temperature_8__plant_10,0,0,0,0,0,0.18547986800000002,-temperature,plant,"('-temperature', 'NN')","('plant', 'NN')"
14447,7242__air_9__cock_2,2,0,0,0,0,0.18547986800000002,air,cock,"('air', 'NN')","('cock', 'NN')"
14450,7005__words_11__impression_21,3,0,0,0,0,0.18547986800000002,words,impression,"('words', 'NNS')","('impression', 'NN')"
14455,3734__terms_16__fields_21,1,0,0,0,0,0.18547986800000002,terms,fields,"('terms', 'NNS')","('fields', 'NNS')"
14456,2951__word_3__camp_7,2,0,0,0,0,0.18547986800000002,word,camp,"('word', 'NN')","('camp', 'NNS')"
14469,10906__mean_7__stories_9,1,0,0,0,0,0.18547986800000002,mean,stories,"('mean', 'NN')","('stories', 'NNS')"
14479,4503__terms_2__drawn_13,2,0,0,0,0,0.18547986800000002,terms,drawn,"('terms', 'NNS')","('drawn', 'NN')"
14481,4569__management_16__role_8,1,0,0,0,0,0.18547986800000002,management,role,"('management', 'NN')","('role', 'NN')"
14485,2108__consideration_13__output_31,1,0,0,0,0,0.18547986800000002,consideration,output,"('consideration', 'NN')","('output', 'NN')"
14488,1928__investors_15__victims_19,1,0,0,0,0,0.18547986800000002,investors,victims,"('investors', 'NNS')","('victims', 'NNS')"
14495,499__season_22__suspension_25,0,0,0,0,0,0.18269698899999998,season,suspension,"('season', 'NN')","('suspension', 'NN')"
14516,2748__jet_33__overlain_22,3,0,0,0,0,0.181213718,jet,overlain,"('jet', 'NN')","('overlain', 'NN')"
14517,1074__monoxide_20__levels_17,1,0,0,0,0,0.180715485,monoxide,levels,"('monoxide', 'NN')","('levels', 'NNS')"
14523,9233__ooh_12__limit_11,2,0,0,0,0,0.18017471100000002,ooh,limit,"('ooh', 'NN')","('limit', 'NN')"
14532,3130__publication_32__targets_37,3,0,0,0,0,0.18017471100000002,publication,targets,"('publication', 'NN')","('targets', 'NNS')"
14535,195__play_11__standard_27,3,0,0,0,0,0.179519857,play,standard,"('play', 'NN')","('standard', 'NN')"
14538,6752__king-duke_69__products_52,3,0,0,0,0,0.178380867,king-duke,products,"('king-duke', 'NNS')","('products', 'NNS')"
14542,6448__scientists_3__approaches_6,2,0,0,0,0,0.17699149600000003,scientists,approaches,"('scientists', 'NNS')","('approaches', 'NNS')"
14547,2105__turnover_10__margin_6,1,0,0,0,0,0.176387899,turnover,margin,"('turnover', 'NN')","('margin', 'NN')"
14549,3568__reply_2__call_7,1,0,0,0,0,0.176387899,reply,call,"('reply', 'NN')","('call', 'NN')"
14555,7058__advances_12__coordination_23,3,0,0,0,0,0.175952489,advances,coordination,"('advances', 'NNS')","('coordination', 'NN')"
14563,3733__exert_12__format_10,1,0,0,0,0,0.17538047399999998,exert,format,"('exert', 'NN')","('format', 'NN')"
14570,1091__station_4__burns_11,3,0,0,0,0,0.17519784300000002,station,burns,"('station', 'NN')","('burns', 'NNS')"
14573,6965__days_20__departure_8,3,0,0,0,0,0.17420861699999998,days,departure,"('days', 'NNS')","('departure', 'NN')"
14576,7088__press_10__support_29,1,0,0,0,0,0.17286548899999998,press,support,"('press', 'NN')","('support', 'NN')"
14577,6196__purposes_3__distribution_6,3,0,0,0,0,0.17286548899999998,purposes,distribution,"('purposes', 'NNS')","('distribution', 'NN')"
14581,1521__yesterday_18__run_14,1,0,0,0,0,0.17286548899999998,yesterday,run,"('yesterday', 'NN')","('run', 'NN')"
14594,2831__sector_46__spent_40,0,0,0,0,0,0.17161737600000002,sector,spent,"('sector', 'NN')","('spent', 'NN')"
14599,7447__talk_9__hold_4,0,0,0,0,0,0.17161737600000002,talk,hold,"('talk', 'NN')","('hold', 'NN')"
14608,4490__databases_17__construction_15,2,0,0,0,0,0.17161737600000002,databases,construction,"('databases', 'NNS')","('construction', 'NN')"
14611,3026__weekend_8__home_3,1,0,0,0,0,0.17161737600000002,weekend,home,"('weekend', 'NN')","('home', 'NN')"
14616,4497__materials_30__releases_27,1,0,0,0,0,0.17161737600000002,materials,releases,"('materials', 'NNS')","('releases', 'NNS')"
